input_text;target_text;path
jñāmamānapadaliṃgayoḥkaraṇatvoktaḥpadajñānaliṃgajñānayoḥparyavasānavatjjañānagataicaikatvevākyoccāraṇagātamekatvaṃ;jñāmamānapadaliṃgayoḥkaraṇatvokteḥpadajñānaliṃgajñānayoḥparyavasānavat.jñānagatecaikatvevākyoccāraṇagatamekatvaṃ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/145.jpg
prayojakaṃ.ataevasakṛduccaritaḥśadḥsakṛdarthapramāpakarativyuptattiḥsakalatātrikasaṃmatāyadayapipadāvattilakṣaṇa;prayojakaṃ.ataevasakṛduccaritaḥśabdaḥsakṛdarthapramāpakaïtivyutpattiḥ.saṃkalatāṃtrikasaṃmatā.yadyapipadāvṛttilakṣaṇā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/146.jpg
vākyabhedeekamevapadaṃdvirucāryate.yadukmarthaikatvādhikaraṇavārtiketaṃpadatadekadeśatatasamuhāvṛttiprasaṃgātmakasta;vākyabhedeekamevapadaṃdviruccāryate.yaduktamarthaikatvādhikaraṇavārtike.Xpadatadekadeśatatsamūhāvṛttiprasaṃgātmakasta;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/147.jpg
dvibhāgalakṣaṇovākyabhedaḥti.tathāpitadarthapratiyomikānvayānuyoginorthāṃtarasyabodhanāyapadaṃtiramapipu;dvibhāgalakṣaṇovākyabhedaïti.tathāpitadarthapratiyogikānvayānuyoginorthāṃtarasyabodhanāyapadāṃtaramapipu;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/148.jpg
nakaccāryamevetitatrāpivākyapunarucāraṇamavyāhutaṃ.bhagovāṃvibhajatupūṣāvāvibhajatvityādiṣuathaviśeṣa;naruccāryamevetitatrāpivākyapunaruccāraṇamavyāhataṃ.bhagovāṃvibhajatupūṣāvāṃvibhajatvityādiṣuathaviśeṣa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/149.jpg
niṣṭhamukhyaviśeṣanākanekabām̐dhajanakatvādevavākyapedesiddhethaikatvādhikaraṇakūtrasākāṃkṣaṃcetakvabhāgevi;niṣṭhamukhyāviśeṣatāka.nekabodhajanakatvādevavākyabhedesiddhe'rthaikatvādhikaraṇasūtresākāṃkṣaṃcebhāgevi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/150.jpg
syāditisvarūpakathanamātrū.arthapadasyamukhyaviśeṣyabhūtapadārtheviṣayakabodhaparatvenārthaikatvapadenaivaiṣṭasi;syāditisvarūpakathanamātraṃ.arthapadasyamukhyaviśeṣyabhūtapadārthaviṣayakabodhaparatvenārthaikatvapadenaiveṣṭasi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/151.jpg
dadheḥ.ataevasameṣavākyabhedaḥsyāditivākyabhedelakṣaṇasavesameṣvitipadaṃsamatvaṃcavākyayoḥperasyarasamā;ddheḥ.ataevasameṣuvākyabhedaḥsyāditivākyabhedelakṣaṇasūtresameṣvitipadaṃ.samatvaṃcavākyayāḥparasparasamā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/152.jpg
cit_orīāreṇyatracoptattivākyeparichedakasaṃkhyānaśruta.tatraivalāghavādekatvāvachinnatvenanincayonātratathā.u;catvorīkāreṇayatracoptattivākyeparichedakasaṃkhyānaśrutā.tatraivalāghavādekatvāvachinnatvenaniścayonātratathāu;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/153.jpg
ptadamānakarmasāmānādhikaraṇavidheyasaṃkhyāyāājyabhāgauyajatitistraāhutīrjuhotīrjuḍho.tītyādokarmabhe;ptadyamānakarmasāmānādhikaraṇavidheyasaṃkhyāyāājyabhāgauyajatitistraāhutīrjuhotīrjuḍhotītyādaukarmabhe;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/154.jpg
dakatvābhyupagamāt..yathāhipradhānānvayāguṇāncayādabhyarhitāktthāpradhānānvayopivipnakaeparabaṃdhamulakā;dakatvābhyupagamāt.yathāhipradhānānvayāguṇānvayādabhyarhirtastathāpradhānānvayopiviprakṛṣṭasaṃbaṃdhamūlakā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/155.jpg
sannikṛṣṭasaṃbadhamalakobhyarhitaḥ.nyāyatauvyāt.tathāvasapradaśatvasaṃkhyāyāḥsvāśacayapaśavaraṇakayāga;tsannikṛṣṭasaṃbadhamaūlakobhyarhitaḥ.nyāyataulyāttathācasaptadaśatvasaṃkhyāyāḥsvāśrayapaśukaraṇakayāga;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/156.jpg
karaṇakatvasaṃbaṃdhenapratyayārthopradhānanvayamapakṣyasvāśrayakaraṇakatvasabaṃdheneśābhyarahahitenānvayaḥ|sid_e;karaṇakatvasaṃbaṃdhenapratyayārthopradhānenvayamapekṣyasvāśrayakaraṇakatvasaṃbaṃdhenaivābhyarhitenānvayaḥsiddho;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/157.jpg
bhavati.iyamevacaitadadhikaraṇeyāgabhedasādhikāyuttiḥcodakaprāptekapaśaniṣyapatraikādaśāvadānadravyatva;bhavati.iyamevacaitadadhikaraṇeyāgabhedasādhikāyuktiḥcodakaprāptaikapaśuniṣpannaikādaśāvadānadravyatva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/158.jpg
tvayuttirākarasvatvanaikātikīiśānāyaparasvataālabhataïtyatrāraṇyayāgānābhedānāpteḥ.tatratātta;tvayayuktirākarasthātvanaikāṃtikī.īśānāyaparasvataālabhataïtyatrāraṇyayāgānāṃbhedānāpatteḥ.tatratānpa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/159.jpg
3tayaṃgnikṛtānāraṇyāttsṛjatītiguṇavākyenatadatāṃgarītividhānasyanavamoyātyāchikaraṇosādhitatvādapū;nu|ryagnikṛtānāraṇyātsṛmajatītiguṇavākyenatadatāṃgarītividhānasyanavamopāṃtyādhikaraṇesādhitatvādapūrva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/160.jpg
tvenacodakābhāvātvanaceṣṭāpattiḥ.saṃkhyādhikaraṇerāṇakakṛtevāraṇpaṣayorābhedoktaḥ.|vaiśākhyāmāvoma;tvenacodakābhāvāt.naceṣṭāpatiḥ.saṃkhyādhikaraṇerāṇakakṛtaivāraṇyeṣuyāgabhedokteḥ.vaiśākhyāmāvama;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/161.jpg
syāyāṃsatdaśamārutīstrivatsāupākarotimapdaśapṛśmīnukaṣṇastānyaryapnikṛtanitarāālabhate;syāyāṃsaptadaśamāratīstrivatsāupākarotisaptadaśapṛśnīnukṣṇastānparyagnikṛtānitarāālabhaṃte;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/162.jpg
kyaṃ.bāhad_irapārthuvaramayarāyovāccīyānāṃdvādaśāhikabrahlastotrasādhanatvenabrāhlaṇāṭribhedevavihitānāmapisā.;kyaṃ.bārhadgirapārthuraśmārāyovājīyānāṃdvādaśāhikabrahmastotrasādhanatvenabrāhmaṇādibhedenavihitānāmapisā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/163.jpg
nnāṃsāmānyavihitenābhīvartasāmnāsahavikalpasyasiddhāṃtasaṃmatatvātva.mardhāvasiktasyādhānāṃterābhāvenābhīva;mnāṃsāmānyavihitenābhīvartasāmnāsahavikalpasyasiddhāṃtasaṃmatatvāt.mūrdhāvasiktasyādhānāṃtarābhāvenābhīva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/164.jpg
rtasyatanmātraparatāyārāṇakoktāyāanucitatvāditinānayāsuktyābhedasidhiḥ.nacabhavadukpiyuttirvasaṃtāyaka;rtasyatanmātraparatāyārāṇakoktāyāanucitatvāditinānayāyuktyābhedasiddhiḥ.nacabhavaduktāpiyuktirvasaṃtāyaka;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/165.jpg
piṃjalānālabhetetyādautrīnityādipadāśravaṇādanaikātikītivācyaṃ.kapiṃjalanyāyenādhrahārasyasiddheḥ.nacā;piṃjalānālabhetetyādautrīnityādipadāśravaṇādanaivātikītivācyaṃkapijalanyāyenādhyāhārasyasiddheḥ.nacā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/166.jpg
dhyāhatapadelakṣaṇādidoṣābhāvātkapiṃjaleṣvevasaṃkhyānvayostvitivācyaṃ..viprakṛṣṭasaṃbadhamulakabhāvanonkayā;dhyāhṛtapadelakṣaṇādidoṣābhāvātkapiṃjaleṣvevasaṃkhyānvayosstvitivācyaṃ..viprakṛṣṭasaṃbadhamūlakabhāvananvayā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/167.jpg
patteḥ.ākaretudravyagatāpisaṃrayāvādakasahakāreṇakarmabhadakāsaṃbhavatītyāśayenaprājāyatyānitibahutvaṃ;patteḥ.ākaretudravyagatāpisaṃkhyācodakasahakāreṇakarmabhedikāsaṃbhavatītyāśayenaprājāpatyānitibahutvaṃ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/168.jpg
divatāsaṃbaṃdhaviśiṣṭadravyagataṃdryamātragataṃvaityadidicāraḥkṛtaḥ|sarvathāpisvakaraṇādiparichedakatvasaṃbedhe;devatāsaṃbaṃdhaviśiṣṭadravyagataṃdravyamātragataṃvaityādivicāraḥkṛtaḥ|sarvathāpisvakaraṇādiparichedekatvasaṃbaṃdhe;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/169.jpg
nasaṃkhyāratībhāvanetiprāthamikaboghottaramarthāpatyāyāgabhedasidvisadanyathānupapatyātajjanakakṛtyātmekabhāvanā;nasaṃkhyāvatībhāvanetiprāthamikabodhottaramarthāpatyāyāgabhedasiddhistadanyathānupapatyātajjanakakṛtyātmakabhāvanā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/170.jpg
bhadasidhdhiritinivābādhaḥsiddhoṃtaïtikathavaiparītyaṃ.tasmātkārakoṇākriyānvayaïtipakṣaḥpāripvādhikaraṇa;bhedasiddhiritinirābādhaḥsiddhāṃtaïtikathaṃvaiparītyaṃ.tasmātkārakāṇāṃkriyānvayaïtipakṣaḥpāriplavādhikaraṇā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/171.jpg
dāvākarevyavahatenirābādhaeve.tataścasomasyayāgenvayasyeābhāvenatatyāmānādhikaraṇyāyamatvarthalakṣaṇāna;dāvākarevyavahṛtonirābādhaeva.tataścasomasyayāgenvayasyābhāvenatatsāmānādhikaraṇyāyamatvarthalakṣaṇā|na;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/172.jpg
..itiṣaṣṭīkekṣyā...saṃtutāvatkārakāṇāṃktiyānvayapratipādakāākaragraṃthāḥ.partatutesavepiyogadvārāparaṃpa;..itiṣaṣṭhīkakṣyā....saṃtutāvakārakāṇāṃkriyānvayapratipādakāākaragraṃthāḥ.paraṃtutesarvepiyāgadvārāparaṃpa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/173.jpg
mataḥmidhyeta.ityamevacanavyaiḥsasamarthyate.tṛtīyārthakaraṇatveprātipadikārthavrīhīṇāṃviśeṣaṇatvenā;mataḥsidhyet.ityamevacanavyaiḥsasamarthyate.tṛtīyārthakaraṇatveprātipadikārthavrīhīṇāṃviśeṣaṇatvenata;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/174.jpg
syacaviśeṣaṇāṃtarayogavyavachedakatvasāmarthyanayavānāṃkaraṇatvenvayāyogānnatayoḥsamuccayaïtiyaghya;syacaviśeṣaṇāṃtaraṃyogavyavachedakatvasāmarthyanayavānāṃkaraṇatvenvayāyogānmatayoḥsamuccayaïtiyadya;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/175.jpg
pyayogavyāvṛttirūpaniyamaphalakatvenāpiviśeṣaṇatvasaṃbhavastathāpiviśeṣyevyāpyavṛttervitreṣaṇasya;pyayogavyāvṛttirūpaniyamaphalakatvenāpiviśeṣaṇatvasaṃbhavastathāpiviśeṣyevyāpyavṛtterviśeṣaṇasyā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/176.jpg
yogoviśeṣāṇāṃtarayogavyavachedamaṃtarānavyavachivyataïtisidhyatikaraṇatvevrīhibhiśnānāmanvana;yogoviśeṣāṇāṃtarayogavyavachedamaṃtarānavyavachidyataïtisidhyati.karaṇatvevrīhibhinmānāmanvana;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/177.jpg
yaḥ.etallābhāyaivavārtikeviśeṣyavyāpitvepiviśeṣaṇaviśeṣaṇīviśeṣpevyāpyatṛttāṃtyarthaḥ.yanunirape;yaḥ.etallābhāyaivavārtikeviśeṣyavyāpittepiviśeṣaṇaviśeṣaṇaṃ.viśeṣyevyāpyavṛttātyarthaḥ.yattunirape;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/178.jpg
kṣasādhanatvaṃtṛtīyārthaïtiprāṃcovyavahavaṃtitatana.bhāvapradhānanirdeśenahetāvitisūtreṇahetutvamātreta;kṣasādhanatvaṃtṛtīyārthaïtiprāṃcovyavaharaṃti.tanma.bhāvapradhānanirdeśenahetāvitisūtreṇahetutvamātretṛ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/179.jpg
tīyāyāanuśāsanenanairapekṣyasyavatīyāvibhattiśakyatāvachedakakoṭāvapraveśāt.yedayivāṇaṃkakṛtā;tīyāyāanuśāsanenanairapekṣyasyatṛtīyāvibhaktiśakyatāvachedakakoṭāvapraveśāt.yadapirāṇakakṛtā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/180.jpg
hetvadhikaraṇaüktaṃ.samarthaḥpadavidhiritivaiyyākaraṇapāribhāṣānusārāirapekṣasādhanatvaṃpratīyata;hetvadhikaraṇaüktaṃ.samarthaḥpadavidhiritivaiyyākaraṇapāribhāṣānusārānnirapekṣasādhanatvaṃprtīyata;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/181.jpg
iṃtyādi.tadapina.padoddeśakovidhiḥ.padavidhiḥsasamarthāśritobodhyatatyevavaiyyākaraṇaiṃstavyākhyā;ityādi.tadapina.padoddeśakovidhiḥ.padavidhiḥsasamarthāśritobodhyataïtyevavaiyyākaraṇaustanghyākhyā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/182.jpg
nāt.sub_idheḥpadoddeśyakatvābhāvenatatrasamarthaparibhāṣāyāapravṛtteḥ.yadapipadaniṣpādakopidhi;nāt.subvidheḥpadoddeśyakatvābhāvenatatrasamarthaparebhāṣāyāapravṛtteḥ.yadapayipadaniṣpādakovidhiḥ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/183.jpg
duhitarityanayopadayordasaṃbaṃdhinīduhitetyekārthapratipādakatvāt.tṛt_enamitrāvaruṇāvityādāvṛteneti;duhitarityanayoḥpadayorghusaṃbaṃdhinīduhitetyekārthapratipādakatvāt.tṛtenamitrāvaruṇāvityādāvṛteneti;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/184.jpg
padasyāśāthetyanenaivānvyādamaṃghittenasahānvayāyogenāmaṃtritatadagayoḥpadayorviśiṣṭaikāryapratipādaka;padasyāśātheityanenaivānvyādamaṃtritenasahānvayāyogenāmaṃtritatadaṃgayoḥpadayorviśiṣṭaikārthapratipādaka;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/185.jpg
tābhāvāt..tasmānpitrāvaruṇāvityādauāṣṭamikasarvanidyātasiṃdhyarthaṣāṣakadatvanirāsāryacanā;tvābhāvāt..tasmānmitrāvaruṇāvityādauāṣṭamikasarvanidyātasiṃdhyarthaṃṣāṣṭhadyudātvanirāsārthaṃcasatta;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/186.jpg
marthapabhibhāṣāpravṛttirāvaśyakīś_ācaṃpadoddeśyakovidhiḥpadavidhirityarthesaṃgachate..subaṃtāmaṃtritavi;marthaparibhāṣāpravṛttirāvaśyakī.sācapadoddeśyakovidhiḥpadavidhirityarthesaṃgachate..subaṃtāmaṃtritavi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/187.jpg
bhattapyaṃtepadeuṣiśayevaparāṃgavadbhāvavidhānāta..padaniṣyādakovichiritivyākhyānetunatartsagrahaḥtana;bhaktyaṃtepadeudyiśyaivaparāṃgavadbhāvavidhānāt..padaniṣyādakovichiritivyākhyānetunatatsaṃgrahaḥtena;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/188.jpg
padasyāniṣyattaḥ.kicasāmarthyahid_edhābhāṣyakārairaṃgīkṛtīekārthībhāvarūpaṃyapekṣārūpaṃceti.samāsaschale;padasyāniṣyatteḥ.kiṃca.sāmarthyahidvedhābhāṣyakārairaṃgīkṛtaṃ.ekārthībhāvarūpaṃvyapekṣārūpaṃceti.samāsasthale;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/189.jpg
samasyamānapadānāṃparasparārthāviśiṣṭasvārthapratipādakatvalakmaṇaikārthaṃbhāvatvīkārāt..parasunāvaścali;samasyamānapadānāṃparasparārthāviśiṣṭasvārthapratipādakatvalakṣaṇaikārthabhāvasvīkārāt..paraśunāvṛścanmi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/190.jpg
.yatavyapekṣālakṣaṇasāmarthyenaivaparāṃgavadrāvāpādanāt..vyapekṣācaparasparānvayitvaṃ.evaṃcatrāharṇāyava;tyabhavyapekṣālakṣaṇasāmarthyenaivaparāṃgavabhdāvāpādanāt.vyapekṣācaparasparānvayitvaṃ.evaṃcavrīhīṇāṃyava;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/191.jpg
sopekṣatvepivyapekṣālakṣaṇasāmarthyāsyākṣateḥkathanasamuccayaḥnacanairapekṣyamapitatīyaṃsāmathya.mānā;sopekṣatvepivyapekṣālakṣaṇasāmarthyāsyākṣateḥkathaṃnasamuccayaḥ.nacanairapekṣyamapitṛtīyaṃsāmarthyaṃ.mānā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/192.jpg
bhāvāt..tesmān_ūkayāpirītyāprīhiyavayoḥparasyaranairapakṣyeṇasādhanatvamanuśāsanabalātpidhyattaḥti;bhāvāt..tesmānmakayāpirītyāvrīhiyavayoḥparasyaranairapakṣyeṇasādhanatvamanuśāsanabalātsidhyatīti;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/193.jpg
pratyayārtheprakṛtyarthasyaviśeṣaṇetvabelalabhyamevaviśeṣaṇāṃtarayogavyāvṛttirūpanerapekṣyanavyasematatamaṃgīdṭe;pratyayārtheprakṛtyarthasyaviśeṣaṇatvabelalabhyamevaviśeṣaṇaṃtarayogavyāvṛttirūpanerapekṣyaṃnavyasaṃmatamaṃgīkṛ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/194.jpg
yaḥpauruṣeyatvādapramāṇaprasajyataïtiyat_utatodhātvarthāvaraddhāyāṃtasyāmityāditadasat|prāthamikabodhedhātva;yaḥpauruṣeyatvādapramāṇaṃprasajyataïti.yattutatodhātvarthāvaruddhāyāṃtasyāmityādi.tadasat..prāthamikabodhedhātva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/195.jpg
rthāvarodhavadravyeṇāyyavarodhādvātvarthānvayaṃvinādravyānvayāyogaïtyasyaivāsaṃbhavāduktikatvāt.nacasamānapad|;rthāvarodhavadravyeṇāpyavarodhāddhātvarthānvayaṃvinādravyānvayāyogaïtyasyaivāsaṃbhavāduktikatvāt..nacasamānapada;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/196.jpg
śrutyāyāgasyadaṭitikaraṇākokṣāpūrakatvamitivācyaṃ.yāgasvarūpasyasaṃmānapadaśrutyādeṭityakapasthitāva;śrutyāyāgasyajhaḍitikaraṇākāṃkṣāpūrakatvamitivācyaṃ..yāgasvarūpasyasamānapadaśrutyājhaḍityupasthitāva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/197.jpg
pikaraṇatāyālakṣaṇayaivopaschityavaśyaṃbhanāvenaśeghramāṃtharyahehoḥsamānapadopatatvalākṣaṇikakārakatvayoḥ;pikaraṇatāyālakṣaṇayaivopasthityavaśyaṃbhāvenaśaighryamāṃtharyahetoḥsamānapadopāttatvalākṣaṇikakārakatvayoḥ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/198.jpg
dhātvarthaïvopapadārthapiśrutivṛttikārakatvabhitrapadopāttatvayoḥaviśeṣatsamabactvenaikakālīnānvayasaṃbhavāta.;dhātvarthaïvopapadārthepiśrutivṛttikārakatvabhinnapadopāttatvayoḥaviśeṣātsamabalatvenaikakālīnānvayasaṃbhavāt..;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/199.jpg
iodaśamaivacasamabalatveyatravargyaṃpravaṇaktītisāmānyavidhināsahanaprathamaṃyajñepravaṃjyāditiviśebaniṣedhasya;iodṛśamevacasamabalatvaṃyatpravargyaṃpravṛṇaktītisāmānyavidhināsahanaprathamayajñepravṛṃjyaditiviśeṣaniṣedhasya;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/200.jpg
svīkṛrtaṃrāṇakak_ṛtā.yasāṃmānyavichitvopajīvyatvayoviśeṣavidhitvopejīvakatvayorbalavalahetvoḥsāmyamiti.yada;svīkṛtaṃrāṇakakṛtā.yasāmānyavidhitvopajīvyatvayoviśeṣavidhitvopejīvakatvayorbalāvalahetvoḥsāmyamiti.yatra;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/201.jpg
vākyedhātvarthopapadārthāvanyatoprāhṭauśrūyetetatradhātvarthasyanabhāvyaṃtvenabhāvanāyāmanvayaïtisodhanāyaivabhāvā;vākyedhātvarthopapadārthāvanyatoprāptauśrūyetetatradhātvarthasyanabhāvyatvenabhāvanāyāmanvayaïtisādhanāyaivabhāvā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/202.jpg
rthādhikaraṇapravṛttiritinatadvirodhopinacobhayorapiphalajanakatvopatyāpratipadādhikaraṇavirodhaḥparasyarā;rthādhikaraṇapravṛttiritinatadvirodhopi.nacobhayorapiphalajanakatvāyatyāpratipadādhikaraṇavirodhaḥparasparā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/203.jpg
kāṃkṣāyogyatābhyāviśiṣṭādekasmāphlalamitisūvacatvāt.tasmātkārakāṇāṃkriyānvayapakṣenakarathaṃcidapimatva;kāṃkṣāyogyatābhyāṃviśiṣṭādekasmātpulamitisuvacatvāt.tasmātkārakāṇāṃkriyānvayapakṣenakathaṃcidapimatva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/204.jpg
rthālakṣaṇopapacyate.yadapivaskatastvityādināpratyayārthanāvanāyoṃmrakṛtyarthātireṇaviśeṣaṇāṃtaramanvetumanaka;rthalakṣaṇopapacyate.yadapivastutastvityādināpratyayārthabhāvanāyāṃprakṛtyarthātireṇaviśeṣaṇāṃtaramanvetumanaka;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/205.jpg
hamitkaṃktaṃ.tadapivicāye.natāvadbhāvanoyāmanyānvayeitarāviśeṣitatvenopesthitistaṃnanaunīloghaṭaïtyādaudya;rhamityuktaṃ..tadapivicāryaṃ..natāvabhdāvanāyāmanyānvayeitarāviśeṣitatvenopasthitistaṃtrīnīloghaṭaïtyādaughṛ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/206.jpg
pivācyatāsaṃbaṃdhenatadvatilakṣaṇāpatyāmatvarthalakṣaṇāyāstulyatvāditicet.talyoyaṃparyanuyogastathāpita;pivācyatāsaṃbaṃdhenatadvatilakṣaṇāpatyāmatvarthalakṣaṇāyāstulyatvāditicet.tulyoyaṃparyanuyogastathāpi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/207.jpg
athaśavaddārthayostādātyamapyasyeva.ghaṭoyamityādisāmānādhikaraṇyadaśanāt.śaktarapicatādālmyame;athaśabdārthayostādātmyapyastyeva.dyaṭoyamityādisāmānādhikaraṇyadarśanāt.śaktirapicatādātmyame;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/208.jpg
ghāneścarechādirūpā.tathāsatyasmādarthādayamarthojananīyaïtyākārakeśvareṇṇaviṣayatāviśeṣasyevakora;va.neścarechādirūpā.tathāsatyasmādarthādayamarthojananīyaïtyākārakeśvarechāviṣayatāviśeṣasyaivakāra;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/209.jpg
ṇatārūpatvāyayāpatyāgagāpadasyatanriṣṭhajanakatāyāścatīrabodhasyatanniṣṭhajanyatāyāścatayor_irūpyaniru;ṇatārūpatvādyāpatyāgagāpadasyatanmiṣṭhajanakatāyāścatīrabodhasyatanmiṣṭhajanyatāyāścatayornirūpyaniru;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/210.jpg
pakabhāvasyacanaganmātraviṣayakasarvej_eśvarechāyāviṣayatāyāavaśyāgīkāryatvenagagāpadāttīraṃbudhya;pakabhāvasyacanaganmātaraviṣayakasarvejñeśvarechāyāṃviṣayatāyāavaśyāgāṃkāryatvenagaṃgāpadāttīraṃbudhya;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/211.jpg
tvatyākārakeśvarechāviṣayatvasidhyāśaktyaivopapataulakṣaṇamātrochedāpatyāvabahavyākulīsyātayaṃca;tvityākārakeśvarechāviṣayatvasidhyāśaktyaivopapataulakṣaṇamātrochedāpatyāvabahuvyākulīsyātayaṃca;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/212.jpg
pakṣaḥsopapattikovaiyyākaraṇanavyairmajūṣāryāṃprapaṃcitaḥ.tadaṃgīkārepidhamahānyabhāvāduktasamayabaṃdhā|;pakṣaḥsopapattikovaiyyākaraṇanavyairmaṃjūṣāyāṃprapaṃcitaḥ..tadaṃgīkārepidharmāhānyabhāvāduktasamayabaṃdhā.|;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/213.jpg
virodhenodridikaraṇapūrvettirapakṣayoḥastiviśeṣaïticet.tubyoyaṃsamādhirmamāpi.yāgābhitraspaśa;virodhenodbhidadhikaraṇapūrvottarapakṣayoḥastiviśeṣaïticet.tulyoyaṃsamādhirmamāpi.yāgābhinnasyaśa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/214.jpg
bdasyāpikaraṇatvopapatteḥkicaārupyasyāpyamūrttatvenakrayabhāvanāyāṃkaraṇatvāyogenakathaṃtadadhikaraṇe;bdasyāpikaraṇatvopapatteḥ.kiṃcaārūṇyasyāpyamūrtatvenakrayabhāvanāyāṃkaraṇatvāyogenakathaṃtadadhikaraṇe;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/215.jpg
bhāvanānvayasamaryanaṃ.tadarthaguṇilakṣaṇāyāṃtupārṣṭhikoruṣaukahāyanyoḥsaṃbadhaïtisiddhātoṃvirudhyeta.;bhāvanānvayasamarthanaṃ.tadarthaṃguṇilakṣaṇāyāṃtupārṣṭhikoruṇaikahāyanyoḥsaṃbaṃdhaïtisiddhāṃtovirudhyeta.;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/216.jpg
